Combine,population
"Burlington Junction, MO",537
"Clearmont, MO",170
"Barnard, MO",221
"Hopkins, MO",532
"Cainsville, MO",290
"Bethany, MO",3292
"Hartford City, IN",6220
"Auburn, NE",3460
"Bellefontaine, OH",13370
"Blue Springs, NE",331
"Danville, IL",33027
"Hoopeston, IL",5351
"Delaware, OH",34753
"Havana, IL",3301
"Champaign, IL",81055
"Albany, MO",1730
"Alexandria, IN",5145
"Anderson, IN",56129
"Covington, IN",2645
"Attica, IN",3245
"Blue Hill, NE",936
"Benkelman, NE",953
"Cambridge, NE",1063
"Arapahoe, NE",1026
"Beaver City, NE",609
"Hebron, NE",1579
"Deshler, NE",747
"Atlanta, IL",1692
"Baring, MO",132
"Hurdland, MO",163
"Clinton, IL",7225
"Humboldt, NE",877
"Craig, MO",248
"Canton, MO",2377
"Cambridge, OH",10635
"Carmel, IN",79191
"Crawfordsville, IN",15915
"Athens, IL",1988
"Clinton, IN",4893
"Grove City, OH",35575
"Hilliard, OH",28435
"Coffey, MO",166
"Bolckow, MO",187
"Beardstown, IL",6123
"Decatur, IL",76122
"Callao, MO",292
"Atlanta, MO",385
"Bevier, MO",718
"Bucklin, MO",467
"Clarksdale, MO",271
"Bird City, KS",447
"Atwood, KS",1194
"Herndon, KS",129
"Burr Oak, KS",174
"Cedar, KS",14
"Athol, KS",44
"Courtland, KS",285
"Cuba, KS",156
"Agenda, KS",68
"Clifton, KS",554
"Barnes, KS",159
"Haddam, KS",104
"Hanover, KS",682
"Hollenberg, KS",21
"Clayton, KS",59
"Almena, KS",408
"Agra, KS",267
"Axtell, KS",406
"Beattie, KS",200
"Blue Rapids, KS",1019
"Hamlin, KS",46
"Corning, KS",157
"Centralia, KS",512
"Bern, KS",166
"Highland, KS",1012
"Denton, KS",148
"Auburn, IL",4771
"Chillicothe, MO",9515
"Chula, MO",210
"Clarence, MO",813
"Hunnewell, MO",184
"Hannibal, MO",17916
"Beech Grove, IN",14192
"Centerville, OH",23999
"Chrisman, IL",1343
"Arcola, IL",2916
"Wilberforce, OH",2271
"Beavercreek, OH",45193
"Bellbrook, OH",6943
"Barry, IL",1318
"Griggsville, IL",1226
"Assumption, IL",1168
"Circleville, OH",13314
"Connersville, IN",13481
"Cowgill, MO",188
"Hamilton, MO",1809
"Cameron, MO",9933
"Brunswick, MO",858
"Center, MO",508
"Charleston, IL",21838
"Clyde, KS",716
"Aurora, KS",60
"Circleville, KS",170
"Hoyt, KS",669
"Delia, KS",169
"Denison, KS",187
"Huron, KS",54
"Greenwood, IN",49791
"Carrollton, MO",3784
"Bogard, MO",164
"Bosworth, MO",305
"Hale, MO",419
"De Witt, MO",124
"Clark, MO",298
"Clifton Hill, MO",114
"Higbee, MO",568
"Huntsville, MO",1564
"Clarksville, MO",442
"Curryville, MO",225
"Bowling Green, MO",5334
"Carlisle, OH",4915
"Damar, KS",132
"Alton, KS",103
"Hoxie, KS",1201
"Cawker City, KS",469
"Hunter, KS",57
"Bogue, KS",143
"Hill City, KS",1474
"Belvue, KS",205
"Havensville, KS",133
"Athens, OH",23832
"Camden Point, MO",474
"Houston Lake, MO",235
"Dearborn, MO",496
"Camden, MO",191
"Crystal Lakes, MO",358
"Hardin, MO",569
"Henrietta, MO",369
"Coffeen, IL",685
"Hillsboro, IL",6207
"Bunker Hill, IL",1774
"Carlinville, IL",5917
"Benld, IL",1556
"Carrollton, IL",2484
"Chillicothe, OH",21901
"Casey, IL",2769
"Avondale, MO",440
"Holt, MO",447
"Basehor, KS",4613
"Blackburn, MO",249
"Hillsboro, OH",6605
"Bloomington, IN",80405
"Columbus, IN",44061
"Armstrong, MO",284
"Batesville, IN",6520
"Aurora, IN",3750
"Harrison, IN",9897
"Culver, KS",121
"Bennington, KS",672
"Delphos, KS",359
"Concordia, MO",2450
"Corder, MO",404
"Alma, MO",402
"Bates City, MO",219
"Higginsville, MO",4797
"Withamsville, OH",7021
"Columbia, MO",108500
"Centralia, MO",4027
"Ashland, MO",3707
"Hallsville, MO",1491
"Buckner, MO",3076
"Blue Springs, MO",52575
"Greenwood, MO",5221
"Hawk Point, MO",669
"Barnard, KS",70
"Beverly, KS",162
"Auburn, KS",1227
"Altamont, IL",2319
"Alma, KS",832
"Alta Vista, KS",444
"Harveyville, KS",236
"Bellflower, MO",393
"High Hill, MO",195
"Grinnell, KS",259
"Carlton, KS",42
"Chapman, KS",1393
"Hope, KS",368
"Bunker Hill, KS",95
"Dorrance, KS",185
"Collyer, KS",109
"Baldwin City, KS",4515
"Auxvasse, MO",983
"Holts Summit, MO",3247
"Bunceton, MO",354
"Blackwater, MO",162
"Boonville, MO",8319
"West Portsmouth, OH",3149
"Wheelersburg, OH",6437
"Collinsville, IL",25579
"Alton, IL",27865
"Highland, IL",9919
"Bedford, IN",13413
"Cottleville, MO",3075
"Dardenne Prairie, MO",11494
"Assaria, KS",413
"Gypsum, KS",405
"Houstonia, MO",220
"Centerview, MO",267
"Whiteman Air Force Base, MO",2556
"Holden, MO",2252
"California, MO",4278
"Clarksburg, MO",334
"Bicknell, IN",2915
"Clarkson Valley, MO",2632
"Clayton, MO",15939
"Cool Valley, MO",1196
"Country Club Hills, MO",1274
"Crestwood, MO",11912
"Creve Coeur, MO",17833
"Crystal Lake Park, MO",470
"Charlack, MO",1363
"Chesterfield, MO",47484
"Ballwin, MO",30404
"Bella Villa, MO",729
"Bellefontaine Neighbors, MO",10860
"Berkeley, MO",8978
"Beverly Hills, MO",574
"Black Jack, MO",6929
"Hazelwood, MO",25703
"Huntleigh, MO",334
"Dellwood, MO",5025
"Des Peres, MO",8373
"Holyrood, KS",447
"Burlingame, KS",934
"Carbondale, KS",1437
"Cleveland, MO",661
"Creighton, MO",349
"Archie, MO",1170
"Belton, MO",23116
"Harrisonville, MO",10019
"Centralia, IL",13032
"Carlyle, IL",3281
"Bushong, KS",34
"Admire, KS",156
"Allen, KS",177
"Americus, KS",894
"Hartford, KS",371
"Bland, MO",539
"Hermann, MO",2431
"Villa Ridge, MO",2636
"Berger, MO",221
"Chamois, MO",396
"Dighton, KS",1038
"Horace, KS",70
"Bazine, KS",334
"Barnett, MO",203
"Claflin, KS",645
"Albert, KS",175
"Alexander, KS",65
"Bison, KS",255
"Centreville, IL",5309
"Belleville, IL",44478
"Canton, KS",748
"Burns, KS",228
"Charlestown, IN",7585
"Albion, IL",1988
"Calhoun, MO",469
"Clinton, MO",9008
"Blairstown, MO",97
"Deepwater, MO",433
"Cole Camp, MO",1121
"Huntingburg, IN",6057
"Cottonwood Falls, KS",903
"Cedar Point, KS",28
"Bushton, KS",279
"Chase, KS",477
"Alden, KS",148
"Columbia, IL",9707
"Ashley, IL",536
"Byrnes Mill, MO",2781
"Crystal City, MO",4855
"Arnold, MO",20808
"Herculaneum, MO",3468
"Hillsboro, MO",2821
"De Soto, MO",6400
"Butler, MO",4219
"Adrian, MO",1677
"Amoret, MO",190
"Amsterdam, MO",242
"Gridley, KS",341
"Iberia, MO",736
"Colony, KS",408
"Blue Mound, KS",275
"Burdett, KS",247
"Belle, MO",1545
"Camdenton, MO",3718
"Cannelton, IN",1563
"Deerfield, KS",700
"Holcomb, KS",2094
"Coolidge, KS",95
"Carmi, IL",5240
"Hudson, KS",129
"Hanston, KS",206
"Boonville, IN",6246
"Chester, IL",8586
"Appleton City, MO",1127
"Cuba, MO",3356
"Bourbon, MO",1632
"Burrton, KS",901
"Hesston, KS",3709
"Climax, KS",72
"Hamilton, KS",268
"Buhler, KS",1327
"Abbyville, KS",87
"Arlington, KS",473
"Haven, KS",1237
"Doolittle, MO",630
"Christopher, IL",2382
"Benton, IL",7087
"Bloomsdale, MO",521
"Cassoday, KS",129
"Andover, KS",11791
"Benton, KS",880
"Douglass, KS",1700
"Belpre, KS",84
"Bismarck, MO",1546
"Bonne Terre, MO",6864
"Desloge, MO",5054
"Cross Timbers, MO",216
"Hermitage, MO",467
"Bassett, KS",14
"Crocker, MO",1110
"Dixon, MO",1549
"Cimarron, KS",2184
"Copeland, KS",310
"Carbondale, IL",25902
"Ava, IL",654
"Bucklin, KS",794
"Clearwater, KS",2481
"Colwich, KS",1327
"Cheney, KS",2094
"Andale, KS",928
"Bentley, KS",530
"Haysville, KS",10826
"Derby, KS",22158
"Harrisburg, IL",9017
"Buffalo, MO",3084
"Altenburg, MO",352
"Conway, MO",788
"Creal Springs, IL",543
"Carterville, IL",5496
"Herrin, IL",12501
"Hurst, IL",795
"Bolivar, MO",10325
"Humansville, MO",1048
"Byers, KS",35
"Coats, KS",83
"Cullison, KS",101
"Annapolis, MO",345
"Arcadia, MO",608
"Cunningham, KS",454
"Buffalo, KS",232
"Coyville, KS",46
"Altoona, KS",414
"Benedict, KS",73
"Cherokee, KS",714
"Arcadia, KS",310
"Arma, KS",1481
"Hepler, KS",132
"Grenola, KS",216
"Howard, KS",687
"Bunker, MO",407
"Centerville, MO",191
"Cape Girardeau, MO",37941
"Delta, MO",438
"Cabool, MO",2146
"Houston, MO",2081
"Anna, IL",4442
"Hartville, MO",613
"Burden, KS",535
"Cambridge, KS",82
"Atlanta, KS",195
"Dexter, KS",278
"Conway Springs, KS",1272
"Argonia, KS",501
"Belle Plaine, KS",1681
"Hunnewell, KS",67
"Ashland, KS",867
"Hardtner, KS",172
"Hazelton, KS",93
"Ash Grove, MO",1472
"Battlefield, MO",5590
"Birch Tree, MO",679
"Hugoton, KS",3904
"Havana, KS",104
"Dearing, KS",431
"Danville, KS",38
"Attica, KS",626
"Bluff City, KS",65
"Coldwater, KS",828
"Altamont, KS",1080
"Bartlett, KS",80
"Carl Junction, MO",7445
"Carterville, MO",1891
"Carthage, MO",14378
"Carytown, MO",271
"Alba, MO",555
"Asbury, MO",207
"Cairo, IL",2831
"Cedar Vale, KS",579
"Chautauqua, KS",111
"Aurora, MO",7508
"Chaffee, MO",2955
"Benton, MO",863
"Advance, MO",1347
"Bell City, MO",448
"Bernie, MO",1958
"Bloomfield, MO",1933
"Dexter, MO",7864
"Clever, MO",2139
"Billings, MO",1035
"Highlandville, MO",911
"Ava, MO",2993
"Charleston, MO",5947
"Bertrand, MO",821
"Brandsville, MO",161
"Crane, MO",1462
"Branson West, MO",478
"Hurley, MO",178
"Cassville, MO",3266
"Alton, MO",871
"Canalou, MO",338
"Howardville, MO",383
"Doniphan, MO",1997
"Branson, MO",10520
"Hollister, MO",4426
"Anderson, MO",1961
"Clarkton, MO",1288
"Campbell, MO",1992
"Cardwell, MO",713
"Arbyrd, MO",509
"Holcomb, MO",635
"Hornersville, MO",663
"Cooter, MO",469
"Caruthersville, MO",6168
"Hayti, MO",2939
"Hayti Heights, MO",626
"Homestown, MO",151
"Baudette, MN",1106
"West Ishpeming, MI",2662
"West Monroe, MI",3503
"Woodland Beach, MI",2049
"Karlstad, MN",760
"Kennedy, MN",193
"Lake Bronson, MN",229
"Lancaster, MN",340
"Greenbush, MN",719
"Northome, MN",200
"Mizpah, MN",56
"International Falls, MN",6424
"Duluth, MN",86265
"Ely, MN",3460
"Eveleth, MN",3718
"Floodwood, MN",528
"Gilbert, MN",1799
"McKinley, MN",128
"Meadowlands, MN",134
"Mountain Iron, MN",2869
"Iron Junction, MN",86
"Kinney, MN",169
"Leonidas, MN",52
"Newfolden, MN",368
"Middle River, MN",303
"Funkley, MN",5
"Kelliher, MN",262
"East Grand Forks, MN",8601
"Erskine, MN",503
"Fertile, MN",842
"Fisher, MN",435
"Fosston, MN",1527
"McIntosh, MN",625
"Mentor, MN",153
"Nielsville, MN",90
"Lengby, MN",86
"Goodridge, MN",132
"Gonvick, MN",282
"Leonard, MN",41
"Oklee, MN",435
"Effie, MN",123
"Grand Rapids, MN",10869
"Marble, MN",701
"Nashwauk, MN",983
"Keewatin, MN",1068
"La Prairie, MN",665
"Gary, MN",214
"East Gull Lake, MN",1004
"Federal Dam, MN",110
"Lake Shore, MN",1004
"Nevis, MN",390
"Laporte, MN",111
"Frazee, MN",1350
"Ogema, MN",184
"Lake Park, MN",783
"Felton, MN",177
"Georgetown, MN",129
"Glyndon, MN",1394
"Moorhead, MN",38065
"McGrath, MN",80
"McGregor, MN",391
"Menahga, MN",1306
"Nimrod, MN",69
"Emily, MN",813
"Fifty Lakes, MN",387
"Fort Ripley, MN",69
"Garrison, MN",210
"Nisswa, MN",1971
"Ironton, MN",572
"Jenkins, MN",430
"Moose Lake, MN",2751
"Kettle River, MN",180
"Elizabeth, MN",173
"Erhard, MN",148
"Fergus Falls, MN",13138
"New York Mills, MN",1199
"Foxhome, MN",116
"Nashua, MN",68
"Kent, MN",81
"Finlayson, MN",315
"Kerrick, MN",65
"Eagle Bend, MN",535
"Elmdale, MN",116
"Flensburg, MN",225
"Genola, MN",75
"Motley, MN",671
"Lastrup, MN",104
"Foreston, MN",533
"Milaca, MN",2946
"Isle, MN",751
"Grasston, MN",158
"Ogilvie, MN",369
"Mora, MN",3571
"Elbow Lake, MN",1176
"Norcross, MN",70
"Evansville, MN",612
"Forada, MN",185
"Garfield, MN",354
"Nelson, MN",187
"Millerville, MN",106
"Miltona, MN",424
"Kensington, MN",292
"Dumont, MN",100
"Foley, MN",2603
"Gilman, MN",224
"Elrosa, MN",211
"Freeport, MN",632
"Greenwald, MN",222
"Meire Grove, MN",179
"Melrose, MN",3598
"New Munich, MN",320
"Kimball, MN",762
"Lake Henry, MN",103
"Morris, MN",5286
"Farwell, MN",51
"Glenwood, MN",2564
"Isanti, MN",5251
"North Branch, MN",10125
"Graceville, MN",577
"Odessa, MN",135
"Johnson, MN",29
"Elk River, MN",22974
"Monticello, MN",12759
"Montrose, MN",2847
"East Bethel, MN",11626
"Fridley, MN",27208
"Oak Grove, MN",8031
"Lexington, MN",2049
"New London, MN",1251
"Kandiyohi, MN",491
"Lake Lillian, MN",238
"Murdock, MN",278
"Kerkhoven, MN",759
"Eden Valley, MN",1042
"Kingston, MN",161
"Forest Lake, MN",18375
"Grant, MN",4096
"Marine on Saint Croix, MN",689
"Newport, MN",3435
"Oak Park Heights, MN",4339
"Oakdale, MN",27378
"Lake Elmo, MN",8069
"Lake Saint Croix Beach, MN",1051
"Lakeland, MN",1796
"Lakeland Shores, MN",311
"Landfall, MN",686
"Marietta, MN",162
"Nassau, MN",72
"Eden Prairie, MN",60797
"Edina, MN",47941
"Excelsior, MN",2188
"Golden Valley, MN",20371
"Greenfield, MN",2777
"Medicine Lake, MN",371
"Medina, MN",4892
"Mound, MN",9052
"New Hope, MN",20339
"Minneapolis, MN",382578
"Minnetonka, MN",49734
"Minnetonka Beach, MN",539
"Minnetrista, MN",6384
"Independence, MN",3504
"Maynard, MN",366
"Milan, MN",369
"Montevideo, MN",5383
"Falcon Heights, MN",5321
"Gem Lake, MN",393
"Mounds View, MN",12155
"New Brighton, MN",21456
"North Oaks, MN",4469
"North Saint Paul, MN",11460
"Lauderdale, MN",2379
"Glencoe, MN",5631
"Lester Prairie, MN",1730
"Mayer, MN",1749
"New Germany, MN",372
"Norwood Young America, MN",3549
"Echo, MN",278
"Granite Falls, MN",2897
"Eagan, MN",64206
"Farmington, MN",21086
"Mendota, MN",198
"Mendota Heights, MN",11071
"New Trier, MN",112
"Miesville, MN",125
"Inver Grove Heights, MN",33880
"Lakeville, MN",55954
"Fairfax, MN",1235
"Franklin, MN",510
"Morton, MN",411
"Elko New Market, MN",4110
"Jordan, MN",5470
"Gaylord, MN",2305
"Gibbon, MN",772
"Green Isle, MN",559
"New Auburn, MN",456
"Goodhue, MN",1176
"Kenyon, MN",1815
"Milroy, MN",252
"Morgan, MN",896
"Lamberton, MN",824
"Ivanhoe, MN",559
"Lake Benton, MN",683
"Florence, MN",39
"Garvin, MN",135
"Ghent, MN",370
"Marshall, MN",13680
"Minneota, MN",1392
"Elysian, MN",652
"New Prague, MN",7321
"Montgomery, MN",2956
"Kasota, MN",675
"Kilkenny, MN",134
"Le Center, MN",2499
"Le Sueur, MN",4058
"Dundas, MN",1367
"Faribault, MN",23352
"Nerstrand, MN",295
"Northfield, MN",20007
"Morristown, MN",987
"Evan, MN",86
"New Ulm, MN",13522
"Nicollet, MN",1093
"North Mankato, MN",13394
"Lafayette, MN",504
"Elgin, MN",1089
"Mazeppa, MN",842
"Millville, MN",182
"Minneiska, MN",111
"Kellogg, MN",456
"Eagle Lake, MN",2422
"Good Thunder, MN",583
"Lake Crystal, MN",2549
"Edgerton, MN",1189
"Jasper, MN",633
"Fulda, MN",1318
"Iona, MN",137
"Lake Wilson, MN",251
"Ellendale, MN",691
"Medford, MN",1239
"Kasson, MN",5931
"New Richland, MN",1203
"Janesville, MN",2256
"Eyota, MN",1977
"Mountain Lake, MN",2104
"Jeffers, MN",369
"Elba, MN",152
"Goodview, MN",4036
"Lewiston, MN",1620
"Odin, MN",106
"La Salle, MN",87
"Lewisville, MN",250
"Kenneth, MN",68
"Dundee, MN",68
"Ellsworth, MN",463
"Kinbrae, MN",12
"Emmons, MN",391
"Freeborn, MN",297
"Geneva, MN",555
"Glenville, MN",643
"Myrtle, MN",48
"Elkton, MN",141
"Grand Meadow, MN",1139
"Le Roy, MN",929
"Eitzen, MN",243
"La Crescent, MN",4830
"Fountain, MN",410
"Lanesboro, MN",754
"Okabena, MN",188
"Jackson, MN",3299
"Lakefield, MN",1694
"Easton, MN",199
"Elmore, MN",663
"Frost, MN",198
"Minnesota Lake, MN",687
"Kiester, MN",501
"Dunnell, MN",167
"Fairmont, MN",10666
"Granada, MN",303
"Northrop, MN",227
"Forest City, IA",4151
"Lake Mills, IA",2100
"Leland, IA",289
"Fenton, IA",279
"Lakota, IA",255
"Ledyard, IA",130
"Okoboji, IA",807
"Milford, IA",2898
"Lake Park, IA",1105
"Estherville, IA",6360
"Fertile, IA",370
"Grafton, IA",252
"Northwood, IA",1989
"Joice, IA",222
"Kensett, IA",266
"Melvin, IA",214
"Ocheyedan, IA",490
"McIntire, IA",122
"Mitchell, IA",138
"George, IA",1080
"Inwood, IA",814
"Larchwood, IA",866
"Lester, IA",294
"Elma, IA",546
"New Albin, IA",522
"Lansing, IA",999
"Fort Atkinson, IA",349
"Jackson Junction, IA",58
"Granville, IA",312
"Matlock, IA",87
"Maurice, IA",275
"Ireton, IA",609
"Meservey, IA",256
"Garner, IA",3129
"Goodell, IA",139
"Kanawha, IA",652
"Klemme, IA",507
"Emmetsburg, IA",3904
"Graettinger, IA",844
"Everly, IA",603
"Fostoria, IA",231
"Gillett Grove, IA",49
"Greenville, IA",75
"Fredericksburg, IA",931
"Nashua, IA",1663
"New Hampton, IA",3571
"North Washington, IA",117
"Ionia, IA",291
"Lawler, IA",439
"Floyd, IA",335
"Marble Rock, IA",307
"Nora Springs, IA",1431
"Elgin, IA",683
"Maynard, IA",518
"Oelwein, IA",6415
"Edgewood, IA",864
"Elkader, IA",1273
"Elkport, IA",37
"Farmersburg, IA",302
"Garber, IA",88
"Garnavillo, IA",745
"Marquette, IA",375
"McGregor, IA",871
"North Buena Vista, IA",121
"Millville, IA",30
"Monona, IA",1549
"Gordon, NE",1612
"Merrill, IA",755
"Kingsley, IA",1411
"Le Mars, IA",9826
"Newell, IA",876
"Lakeside, IA",596
"Marcus, IA",1117
"Meriden, IA",159
"Larrabee, IA",132
"Fonda, IA",631
"Gilmore City, IA",504
"Laurens, IA",1258
"Dows, IA",538
"Eagle Grove, IA",3583
"Galt, IA",32
"Goldfield, IA",635
"Geneva, IA",165
"Latimer, IA",507
"Dumont, IA",637
"Greene, IA",1130
"New Hartford, IA",516
"Frederika, IA",183
"Janesville, IA",930
"Laurel, NE",964
"Durango, IA",22
"Dyersville, IA",4058
"Epworth, IA",1860
"Farley, IA",1537
"Graf, IA",79
"New Vienna, IA",407
"Dundee, IA",174
"Earlville, IA",812
"Greeley, IA",256
"Masonville, IA",127
"Duncombe, IA",410
"Gowrie, IA",1037
"Moorland, IA",169
"Lehigh, IA",416
"Fairbank, IA",1113
"Independence, IA",5966
"Jesup, IA",2520
"Lamont, IA",461
"Dunkerton, IA",852
"Elk Run Heights, IA",1117
"Gilbertville, IA",712
"La Porte City, IA",2285
"Moville, IA",1618
"Lawton, IA",908
"Early, IA",557
"Nemaha, IA",85
"Odebolt, IA",1013
"Lake View, IA",1142
"Galva, IA",434
"Farnhamville, IA",371
"Jolley, IA",41
"Knierim, IA",60
"Ellsworth, IA",531
"Jewell Junction, IA",1215
"Kamrar, IA",199
"New Providence, IA",228
"Iowa Falls, IA",5238
"Morrison, IA",94
"East Dubuque, IL",1704
"Galena, IL",3429
"Freeport, IL",25638
"Marengo, IL",7648
"McHenry, IL",26992
"North Chicago, IL",32574
"Lake Forest, IL",19375
"Elgin, NE",661
"Miles, IA",445
"Monmouth, IA",153
"La Motte, IA",260
"Garrison, IA",371
"Mount Auburn, IA",150
"Newhall, IA",875
"Norway, IA",545
"Keystone, IA",622
"Ely, IA",1776
"Fairfax, IA",2123
"Marion, IA",34768
"Mount Vernon, IA",4506
"Dysart, IA",1379
"Elberon, IA",196
"Garwin, IA",527
"Gladbrook, IA",945
"Montour, IA",249
"Martelle, IA",255
"Monticello, IA",3796
"Morley, IA",115
"Moorhead, IA",226
"Ferguson, IA",126
"Gilman, IA",509
"Marshalltown, IA",27552
"Melbourne, IA",830
"Laurel, IA",239
"Le Grand, IA",938
"Glidden, IA",1146
"Lanesboro, IA",121
"Kiron, IA",279
"Fraser, IA",102
"Ogden, IA",2044
"Grand Junction, IA",824
"Gilbert, IA",1082
"Maxwell, IA",920
"McCallsburg, IA",333
"Nevada, IA",6798
"Kelley, IA",309
"Mount Carroll, IL",1717
"Lanark, IL",1457
"Evanston, IL",74486
"Markham, IL",12508
"Northlake, IL",12323
"Oak Forest, IL",27962
"Genoa, IL",5193
"Elgin, IL",108188
"Geneva, IL",21495
"Norfolk, NE",24210
"Goose Lake, IA",240
"Grand Mound, IA",642
"Gering, NE",8500
"Minatare, NE",816
"Mitchell, NE",1702
"Elmhurst, IL",44121
"Naperville, IL",141853
"Oakbrook Terrace, IL",2134
"Geneva, OH",6215
"Durant, IA",1832
"Mechanicsville, IA",1146
"Fulton, IL",3481
"Morrison, IL",4188
"Dunlap, IA",1042
"Missouri Valley, IA",2838
"Modale, IA",283
"Mondamin, IA",402
"Marengo, IA",2528
"North English, IA",1041
"Millersburg, IA",159
"Ladora, IA",283
"Granger, IA",1244
"Minburn, IA",365
"Earling, IA",437
"Elk Horn, IA",662
"Irwin, IA",341
"Kirkman, IA",64
"Exira, IA",840
"Gray, IA",63
"Kimballton, IA",322
"Montezuma, IA",1462
"Elkhart, IA",683
"Mitchellville, IA",2254
"Johnston, IA",17278
"Newton, IA",15254
"Oakland Acres, IA",156
"Mingo, IA",302
"Monroe, IA",1830
"Kellogg, IA",599
"Lambs Grove, IA",172
"Menlo, IA",353
"Jamaica, IA",224
"North Liberty, IA",13374
"East Moline, IL",21302
"Moline, IL",43483
"Eldridge, IA",5651
"Maysville, IA",176
"McCausland, IA",291
"New Liberty, IA",137
"Le Claire, IA",3765
"Elkhart, IN",50949
"Goshen, IN",31719
"Nappanee, IN",6648
"Mishawaka, IN",48252
"Michigan City, IN",31479
"Joliet, IL",147433
"East Chicago, IN",29698
"Gary, IN",80294
"Lake Station, IN",12572
"Fort Calhoun, NE",908
"Earlville, IL",1701
"Marseilles, IL",5094
"Mendota, IL",7372
"Oglesby, IL",3791
"Fruitland, IA",977
"Muscatine, IA",22886
"Nichols, IA",374
"Galva, IL",2589
"Geneseo, IL",6586
"Kewanee, IL",12916
"Garrett, IN",6286
"Kendallville, IN",9862
"Oberlin, OH",8286
"Kalona, IA",2363
"Martensdale, IA",465
"New Virginia, IA",489
"Norwalk, IA",8945
"Milo, IA",775
"Lacona, IA",361
"Gibson, IA",61
"Martinsburg, IA",112
"Keota, IA",1009
"Keswick, IA",246
"Kinross, IA",73
"Earlham, IA",1450
"East Peru, IA",125
"Fremont, IA",743
"New Sharon, IA",1293
"Keomah Village, IA",84
"Leighton, IA",162
"Marysville, IA",66
"Melcher-Dallas, IA",1288
"Knoxville, IA",7313
"McClelland, IA",151
"Neola, IA",842
"Oakland, IA",1527
"Minden, IA",599
"Marne, IA",120
"Massena, IA",355
"Lewis, IA",433
"Fontanelle, IA",672
